tweet_id,text,intent,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,intent.1
479819,"@229028 Sorry for the trouble! Send us a note here, https://t.co/e8HVorX5rh, and our team will be in touch.",General complaint,,,,,,,,,,,,,,,,,,,,,,,,,,
2476308,@707869 We're sorry to hear this was your experience. Contact us via https://t.co/y4EDPcVZOI and we'll be in touch.,General complaint,,,,,,,,,,,,,,,,,,,,,,,,,,
817285,@314655 We've been in touch via DM!,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
629876,@269232 Here to help! Send us a note via https://t.co/qLzKaGQcAg so our team can connect.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
2229919,@650767 We've sent you a DM.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
2497474,@712672 Here to help!  Contact us here https://t.co/4HK4j3BAo6 so we can help.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
2359048,@681308 We absolutely want to follow up right away. Please send us a DM with your email address so we can connect.,Escalation needed,,,,,,,,,,,,,,,,,,,,,,,,,,
1123897,"@350721 Here to assist, Shivansh! Please DM us the email address associated with the account and details to look further into this.",Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
2472541,"@319212 We're sorry to hear about your experience, Jordan. We've looked into your account and see that you haven't been charged for the krispy kreme orders. This is reflected in your account payments. We're always offering different promotions. Please stay tuned for others to come!",Refund issue,,,,,,,,,,,,,,,,,,,,,,,,,,
2224242,"@649412 Oh no Jason, let us help! Can you please provide your account email and number via DM so we can better connect? Thank you",Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
61096,@125439 We've followed up within your Direct Messages!,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
573729,@254894 We'd like to take a closer look into this. Please send us a DM with your email address associated with your Uber account and we'll follow up shortly.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
143597,@148448 We're here to help! Send us a DM with your email address so we can connect.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
1993491,@589967 Sorry to hear about the trouble. Please connect with us at  https://t.co/VDWZMwU5G1 so we can look into this.,General complaint,,,,,,,,,,,,,,,,,,,,,,,,,,
1110442,@382062 Sorry to hear this. Can you please DM us your email address?,General complaint,,,,,,,,,,,,,,,,,,,,,,,,,,
1467859,@460714 We're here to help! Send us a DM with your email address so we can connect.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
1864310,@285863 Sorry to hear about the trouble! Please write us a note at https://t.co/balq3Eyso6 and a member from our team will follow up with you.,General complaint,,,,,,,,,,,,,,,,,,,,,,,,,,
963305,@348606 Here to help! Send us a note at https://t.co/e8HVorX5rh so our team can connect right away.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
445734,@220553 Here to help! Send us a note at https://t.co/QDn91Hiowq so our team can connect.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
2412907,@693660 Weâ€™re sorry -- it looks like you are outside of Krispy Kremeâ€™s delivery area. Stay tuned for more fun promotions soon!,General complaint,,,,,,,,,,,,,,,,,,,,,,,,,,
2867583,@200742 Hey there! We've just followed up with you via DM.,Information request,,,,,,,,,,,,,,,,,,,,,,,,,,
